species_class,species_key,B_Index,N_Index,N_Atomid,Cl_Index,conf_id,calc_stage,log_found,log_path,log_source,normal_termination,charge,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after
B_radical,B_00388,388.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00388_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7509,0.75,0.75,0.0009000000000000119,0.0
B_radical,B_00388,388.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00388_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7515,0.75,0.75,0.0014999999999999458,0.0
B_radical,B_00389,389.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00389_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7575,0.75,0.75,0.007499999999999951,0.0
B_radical,B_00389,389.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00389_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7594,0.75,0.75,0.009399999999999964,0.0
B_radical,B_00390,390.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00390_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7511,0.75,0.75,0.0010999999999999899,0.0
B_radical,B_00390,390.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00390_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7518,0.75,0.75,0.0018000000000000238,0.0
B_radical,B_00391,391.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00391_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7622,0.75,0.75,0.012199999999999989,0.0
B_radical,B_00391,391.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00391_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7652,0.7501,0.7501,0.015199999999999991,9.999999999998899e-05
B_radical,B_00392,392.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00392_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.751,0.75,0.75,0.0010000000000000009,0.0
B_radical,B_00392,392.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00392_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7517,0.75,0.75,0.0017000000000000348,0.0
B_radical,B_00393,393.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00393_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7517,0.75,0.75,0.0017000000000000348,0.0
B_radical,B_00393,393.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00393_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7527,0.75,0.75,0.0027000000000000357,0.0
B_radical,B_00394,394.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00394_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7518,0.75,0.75,0.0018000000000000238,0.0
B_radical,B_00394,394.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00394_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7524,0.75,0.75,0.0023999999999999577,0.0
B_radical,B_00395,395.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00395_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7531,0.75,0.75,0.0030999999999999917,0.0
B_radical,B_00395,395.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00395_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7545,0.75,0.75,0.0044999999999999485,0.0
B_radical,B_00396,396.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00396_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7512,0.75,0.75,0.0011999999999999789,0.0
B_radical,B_00396,396.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00396_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7521,0.75,0.75,0.0020999999999999908,0.0
B_radical,B_00397,397.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00397_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7774,0.7501,0.7501,0.02739999999999998,9.999999999998899e-05
B_radical,B_00397,397.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00397_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7843,0.7502,0.7502,0.0343,0.00019999999999997797
B_radical,B_00398,398.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00398_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7512,0.75,0.75,0.0011999999999999789,0.0
B_radical,B_00398,398.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00398_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0
B_radical,B_00399,399.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00399_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0
B_radical,B_00399,399.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00399_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7528,0.75,0.75,0.0028000000000000247,0.0
B_radical,B_00400,400.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00400_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0
B_radical,B_00400,400.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00400_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7526,0.75,0.75,0.0026000000000000467,0.0
B_radical,B_00401,401.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00401_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7585,0.75,0.75,0.008499999999999952,0.0
B_radical,B_00401,401.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00401_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7608,0.75,0.75,0.010800000000000032,0.0
B_radical,B_00402,402.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00402_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7572,0.75,0.75,0.007199999999999984,0.0
B_radical,B_00402,402.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00402_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.759,0.75,0.75,0.009000000000000008,0.0
B_radical,B_00403,403.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00403_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7513,0.75,0.75,0.0012999999999999678,0.0
B_radical,B_00403,403.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00403_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0
B_radical,B_00404,404.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00404_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7517,0.75,0.75,0.0017000000000000348,0.0
B_radical,B_00404,404.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00404_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7526,0.75,0.75,0.0026000000000000467,0.0
B_radical,B_00405,405.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00405_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7513,0.75,0.75,0.0012999999999999678,0.0
B_radical,B_00405,405.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00405_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.752,0.75,0.75,0.0020000000000000018,0.0
B_radical,B_00406,406.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00406_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7523,0.75,0.75,0.0022999999999999687,0.0
B_radical,B_00406,406.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00406_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7529,0.75,0.75,0.0029000000000000137,0.0
B_radical,B_00407,407.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00407_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7511,0.75,0.75,0.0010999999999999899,0.0
B_radical,B_00407,407.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00407_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0
B_radical,B_00408,408.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00408_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7517,0.75,0.75,0.0017000000000000348,0.0
B_radical,B_00408,408.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00408_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7522,0.75,0.75,0.0021999999999999797,0.0
B_radical,B_00409,409.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00409_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7512,0.75,0.75,0.0011999999999999789,0.0
B_radical,B_00409,409.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00409_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7517,0.75,0.75,0.0017000000000000348,0.0
B_radical,B_00410,410.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00410_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7516,0.75,0.75,0.0016000000000000458,0.0
B_radical,B_00410,410.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00410_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7524,0.75,0.75,0.0023999999999999577,0.0
B_radical,B_00411,411.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00411_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.752,0.75,0.75,0.0020000000000000018,0.0
B_radical,B_00411,411.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00411_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7526,0.75,0.75,0.0026000000000000467,0.0
B_radical,B_00412,412.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00412_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7515,0.75,0.75,0.0014999999999999458,0.0
B_radical,B_00412,412.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00412_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7522,0.75,0.75,0.0021999999999999797,0.0
B_radical,B_00413,413.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00413_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7513,0.75,0.75,0.0012999999999999678,0.0
B_radical,B_00413,413.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00413_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7522,0.75,0.75,0.0021999999999999797,0.0
B_radical,B_00414,414.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00414_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7514,0.75,0.75,0.0013999999999999568,0.0
B_radical,B_00414,414.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00414_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7521,0.75,0.75,0.0020999999999999908,0.0
B_radical,B_00415,415.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00415_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7524,0.75,0.75,0.0023999999999999577,0.0
B_radical,B_00415,415.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00415_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7531,0.75,0.75,0.0030999999999999917,0.0
B_radical,B_00416,416.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00416_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7516,0.75,0.75,0.0016000000000000458,0.0
B_radical,B_00416,416.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00416_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7522,0.75,0.75,0.0021999999999999797,0.0
B_radical,B_00417,417.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00417_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0
B_radical,B_00417,417.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00417_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7524,0.75,0.75,0.0023999999999999577,0.0
B_radical,B_00418,418.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00418_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7537,0.75,0.75,0.0037000000000000366,0.0
B_radical,B_00418,418.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00418_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7552,0.75,0.75,0.005199999999999982,0.0
B_radical,B_00419,419.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00419_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7522,0.75,0.75,0.0021999999999999797,0.0
B_radical,B_00419,419.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00419_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.753,0.75,0.75,0.0030000000000000027,0.0
B_radical,B_00420,420.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00420_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7523,0.75,0.75,0.0022999999999999687,0.0
B_radical,B_00420,420.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00420_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7529,0.75,0.75,0.0029000000000000137,0.0
B_radical,B_00421,421.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00421_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7549,0.75,0.75,0.0049000000000000155,0.0
B_radical,B_00421,421.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00421_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7556,0.75,0.75,0.005600000000000049,0.0
B_radical,B_00422,422.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00422_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7518,0.75,0.75,0.0018000000000000238,0.0
B_radical,B_00422,422.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00422_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7527,0.75,0.75,0.0027000000000000357,0.0
B_radical,B_00423,423.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00423_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7628,0.7501,0.7501,0.012800000000000034,9.999999999998899e-05
B_radical,B_00423,423.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00423_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7668,0.7502,0.7502,0.016800000000000037,0.00019999999999997797
B_radical,B_00424,424.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00424_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7548,0.75,0.75,0.0048000000000000265,0.0
B_radical,B_00424,424.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00424_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.756,0.75,0.75,0.006000000000000005,0.0
B_radical,B_00425,425.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00425_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7517,0.75,0.75,0.0017000000000000348,0.0
B_radical,B_00425,425.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00425_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7527,0.75,0.75,0.0027000000000000357,0.0
B_radical,B_00426,426.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00426_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7513,0.75,0.75,0.0012999999999999678,0.0
B_radical,B_00426,426.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00426_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.752,0.75,0.75,0.0020000000000000018,0.0
B_radical,B_00427,427.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00427_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7782,0.7501,0.7501,0.028200000000000003,9.999999999998899e-05
B_radical,B_00427,427.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00427_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7844,0.7502,0.7502,0.034399999999999986,0.00019999999999997797
B_radical,B_00428,428.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00428_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.753,0.75,0.75,0.0030000000000000027,0.0
B_radical,B_00428,428.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00428_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7537,0.75,0.75,0.0037000000000000366,0.0
B_radical,B_00429,429.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00429_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7653,0.7501,0.7501,0.01529999999999998,9.999999999998899e-05
B_radical,B_00429,429.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00429_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7726,0.7503,0.7503,0.022599999999999953,0.00029999999999996696
